X,Y,Unique Squirrel ID,Shift,Date,Age
-73.98,40.77,3A-AM-1012-03,AM,2018-10-12,Juvenile
-73.96,40.79,34D-AM-1008-02,AM,2018-10-08,Adult
-73.96,40.80,41B-AM-1010-09,AM,2018-10-10,Adult
-73.95,40.80,39F-AM-1014-04,AM,2018-10-14,Juvenile
-73.96,40.80,37B-PM-1013-04,PM,2018-10-13,Adult
-73.96,40.80,39C-PM-1006-03,PM,2018-10-06,Adult
-73.96,40.79,37F-PM-1014-02,PM,2018-10-14,Juvenile
-73.97,40.78,21A-AM-1019-08,AM,2018-10-19,Adult
-73.95,40.79,34I-PM-1010-03,PM,2018-10-10,Adult
-73.97,40.78,16C-AM-1014-02,AM,2018-10-14,Adult
-73.96,40.79,31E-PM-1006-03,PM,2018-10-06,Adult
-73.96,40.79,36D-PM-1007-02,PM,2018-10-07,Adult
-73.97,40.78,23B-PM-1012-01,PM,2018-10-12,Adult
-73.97,40.78,12B-PM-1018-01,PM,2018-10-18,Adult
-73.97,40.77,10G-PM-1017-01,PM,2018-10-17,Adult
-73.97,40.78,14D-AM-1014-09,AM,2018-10-14,Adult
-73.98,40.77,3F-AM-1006-01,AM,2018-10-06,Adult
-73.96,40.79,35G-PM-1006-01,PM,2018-10-06,Adult
-73.97,40.77,9I-AM-1014-02,AM,2018-10-14,Adult
-73.96,40.79,35A-PM-1013-08,PM,2018-10-13,Adult
-73.96,40.80,39A-PM-1014-01,PM,2018-10-14,Adult
-73.97,40.77,9C-PM-1006-05,PM,2018-10-06,Adult
-73.96,40.78,17I-AM-1014-04,AM,2018-10-14,Adult
-73.97,40.78,14D-AM-1014-12,AM,2018-10-14,Adult
-73.96,40.78,17I-PM-1017-01,PM,2018-10-17,Juvenile
-73.96,40.80,39B-PM-1014-01,PM,2018-10-14,Adult
-73.96,40.80,42A-AM-1019-01,AM,2018-10-19,Juvenile
-73.98,40.77,2E-AM-1010-01,AM,2018-10-10,Adult
-73.97,40.78,14F-AM-1007-02,AM,2018-10-07,Adult
-73.97,40.77,8D-AM-1007-04,AM,2018-10-07,Adult
-73.96,40.78,22F-AM-1007-06,AM,2018-10-07,Adult
-73.95,40.79,36I-AM-1017-04,AM,2018-10-17,Adult
-73.96,40.79,34B-AM-1013-03,AM,2018-10-13,Adult
-73.95,40.79,36I-AM-1017-07,AM,2018-10-17,Adult
-73.96,40.79,32G-PM-1013-02,PM,2018-10-13,Juvenile
-73.98,40.77,2A-PM-1019-01,PM,2018-10-19,Adult
-73.96,40.79,35D-PM-1013-07,PM,2018-10-13,Juvenile
-73.97,40.77,8G-PM-1017-02,PM,2018-10-17,Adult
-73.96,40.79,29C-AM-1007-02,AM,2018-10-07,Adult
-73.96,40.80,36B-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.78,17B-AM-1010-01,AM,2018-10-10,Adult
-73.95,40.79,37H-PM-1006-04,PM,2018-10-06,
-73.96,40.79,30C-AM-1014-02,AM,2018-10-14,Adult
-73.98,40.77,4D-PM-1008-05,PM,2018-10-08,Adult
-73.97,40.78,18C-PM-1018-05,PM,2018-10-18,Adult
-73.97,40.78,11C-PM-1018-01,PM,2018-10-18,Adult
-73.98,40.77,2B-PM-1013-06,PM,2018-10-13,Adult
-73.98,40.77,9A-AM-1013-08,AM,2018-10-13,Adult
-73.97,40.77,7E-PM-1013-04,PM,2018-10-13,Adult
-73.96,40.79,33A-PM-1018-03,PM,2018-10-18,Adult
-73.97,40.77,7G-PM-1018-04,PM,2018-10-18,Adult
-73.96,40.80,39B-PM-1014-02,PM,2018-10-14,Juvenile
-73.96,40.79,34H-PM-1006-01,PM,2018-10-06,Adult
-73.98,40.77,7B-AM-1008-04,AM,2018-10-08,Adult
-73.96,40.79,36C-PM-1013-01,PM,2018-10-13,Adult
-73.97,40.78,14E-PM-1017-04,PM,2018-10-17,Adult
-73.97,40.79,26A-PM-1006-02,PM,2018-10-06,Juvenile
-73.97,40.77,9F-PM-1014-03,PM,2018-10-14,Adult
-73.98,40.77,2F-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.77,8E-PM-1008-07,PM,2018-10-08,Adult
-73.96,40.79,36F-PM-1012-02,PM,2018-10-12,Juvenile
-73.97,40.77,8D-PM-1007-01,PM,2018-10-07,Adult
-73.98,40.77,4B-PM-1018-02,PM,2018-10-18,Adult
-73.96,40.80,40D-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.78,16E-PM-1018-01,PM,2018-10-18,Juvenile
-73.98,40.77,2F-PM-1014-08,PM,2018-10-14,Adult
-73.97,40.78,14E-AM-1008-04,AM,2018-10-08,Adult
-73.96,40.79,32A-PM-1013-05,PM,2018-10-13,Juvenile
-73.97,40.78,15G-PM-1019-03,PM,2018-10-19,Juvenile
-73.97,40.77,11I-PM-1012-04,PM,2018-10-12,Adult
-73.97,40.78,15H-PM-1008-02,PM,2018-10-08,Adult
-73.96,40.79,31D-AM-1014-03,AM,2018-10-14,
-73.96,40.78,22I-AM-1007-02,AM,2018-10-07,Adult
-73.98,40.77,2B-AM-1010-03,AM,2018-10-10,Adult
-73.97,40.78,17F-AM-1007-02,AM,2018-10-07,Adult
-73.98,40.77,6A-AM-1006-08,AM,2018-10-06,Adult
-73.98,40.77,6D-AM-1008-02,AM,2018-10-08,Juvenile
-73.97,40.77,6F-PM-1008-04,PM,2018-10-08,Adult
-73.95,40.79,37G-AM-1014-03,AM,2018-10-14,Adult
-73.98,40.77,2C-AM-1010-08,AM,2018-10-10,Adult
-73.96,40.79,31B-AM-1017-03,AM,2018-10-17,Adult
-73.97,40.77,12F-PM-1007-12,PM,2018-10-07,Adult
-73.97,40.78,20B-PM-1013-08,PM,2018-10-13,Adult
-73.97,40.77,7G-AM-1010-04,AM,2018-10-10,Adult
-73.95,40.79,36I-PM-1007-04,PM,2018-10-07,Adult
-73.98,40.78,11A-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.79,27A-AM-1008-01,AM,2018-10-08,Adult
-73.96,40.79,32F-AM-1012-06,AM,2018-10-12,Adult
-73.96,40.78,26I-PM-1010-05,PM,2018-10-10,Adult
-73.97,40.78,21D-PM-1008-05,PM,2018-10-08,Adult
-73.98,40.77,2B-AM-1010-07,AM,2018-10-10,Adult
-73.97,40.77,8H-AM-1017-01,AM,2018-10-17,Adult
-73.96,40.79,36D-PM-1007-01,PM,2018-10-07,Adult
-73.95,40.80,42G-AM-1018-01,AM,2018-10-18,Adult
-73.98,40.77,3E-AM-1006-04,AM,2018-10-06,Juvenile
-73.98,40.77,9A-AM-1013-02,AM,2018-10-13,Adult
-73.96,40.80,38E-AM-1010-04,AM,2018-10-10,Adult
-73.97,40.77,11H-AM-1010-01,AM,2018-10-10,Adult
-73.97,40.77,11H-PM-1013-01,PM,2018-10-13,Adult
-73.96,40.79,30B-AM-1007-09,AM,2018-10-07,Adult
-73.96,40.80,41B-PM-1014-04,PM,2018-10-14,Adult
-73.97,40.77,9H-AM-1006-05,AM,2018-10-06,Adult
-73.97,40.77,10F-PM-1019-10,PM,2018-10-19,Adult
-73.96,40.79,32G-AM-1010-02,AM,2018-10-10,Adult
-73.96,40.79,35D-PM-1013-08,PM,2018-10-13,Adult
-73.98,40.77,4D-PM-1008-03,PM,2018-10-08,Adult
-73.96,40.78,25I-PM-1007-07,PM,2018-10-07,Adult
-73.96,40.80,37A-PM-1013-01,PM,2018-10-13,Adult
-73.97,40.78,17F-AM-1007-05,AM,2018-10-07,Juvenile
-73.97,40.77,10D-AM-1008-01,AM,2018-10-08,Adult
-73.96,40.79,32B-AM-1017-01,AM,2018-10-17,Adult
-73.98,40.77,6A-PM-1012-01,PM,2018-10-12,Adult
-73.97,40.78,13C-PM-1019-04,PM,2018-10-19,Adult
-73.96,40.79,33B-PM-1010-01,PM,2018-10-10,Adult
-73.98,40.77,1E-PM-1007-02,PM,2018-10-07,Adult
-73.97,40.78,22C-PM-1006-10,PM,2018-10-06,Adult
-73.97,40.79,24A-PM-1007-02,PM,2018-10-07,Adult
-73.97,40.77,9G-PM-1007-03,PM,2018-10-07,Adult
-73.97,40.77,9H-PM-1018-02,PM,2018-10-18,Adult
-73.98,40.77,4D-PM-1008-02,PM,2018-10-08,Adult
-73.97,40.78,14E-PM-1017-05,PM,2018-10-17,Adult
-73.97,40.78,13D-AM-1014-10,AM,2018-10-14,Adult
-73.95,40.80,40G-AM-1007-01,AM,2018-10-07,Adult
-73.98,40.77,8A-AM-1013-06,AM,2018-10-13,Juvenile
-73.97,40.77,7E-AM-1006-01,AM,2018-10-06,Adult
-73.95,40.79,37H-AM-1018-01,AM,2018-10-18,Adult
-73.97,40.78,20F-PM-1007-09,PM,2018-10-07,Adult
-73.97,40.77,1H-AM-1012-02,AM,2018-10-12,Adult
-73.96,40.79,32G-AM-1010-01,AM,2018-10-10,Adult
-73.97,40.77,8H-PM-1014-09,PM,2018-10-14,Adult
-73.96,40.79,29B-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.78,17B-PM-1012-01,PM,2018-10-12,Adult
-73.97,40.78,13E-PM-1008-11,PM,2018-10-08,Adult
-73.95,40.79,36H-PM-1008-01,PM,2018-10-08,Adult
-73.97,40.78,19F-AM-1007-03,AM,2018-10-07,Juvenile
-73.96,40.80,36A-PM-1013-08,PM,2018-10-13,
-73.96,40.80,37D-PM-1014-08,PM,2018-10-14,Adult
-73.96,40.79,32F-PM-1008-08,PM,2018-10-08,Adult
-73.96,40.79,32C-AM-1014-03,AM,2018-10-14,Adult
-73.97,40.78,11B-PM-1014-04,PM,2018-10-14,
-73.96,40.78,22H-PM-1007-04,PM,2018-10-07,Adult
-73.97,40.77,2H-AM-1006-03,AM,2018-10-06,Adult
-73.97,40.77,6H-PM-1020-03,PM,2018-10-20,Adult
-73.96,40.79,34A-AM-1012-03,AM,2018-10-12,Adult
-73.96,40.79,30B-PM-1019-04,PM,2018-10-19,Adult
-73.97,40.78,19A-PM-1013-01,PM,2018-10-13,Adult
-73.96,40.79,33E-AM-1014-12,AM,2018-10-14,Adult
-73.97,40.77,9I-AM-1014-06,AM,2018-10-14,Adult
-73.97,40.77,9I-PM-1010-04,PM,2018-10-10,Adult
-73.98,40.77,7B-AM-1008-12,AM,2018-10-08,Adult
-73.97,40.77,9H-PM-1018-09,PM,2018-10-18,Adult
-73.98,40.77,1D-PM-1007-04,PM,2018-10-07,Adult
-73.97,40.77,10G-AM-1006-02,AM,2018-10-06,Adult
-73.97,40.78,13E-AM-1017-09,AM,2018-10-17,Adult
-73.98,40.77,2F-PM-1014-12,PM,2018-10-14,Adult
-73.96,40.80,41C-AM-1017-05,AM,2018-10-17,Adult
-73.97,40.77,4G-PM-1007-01,PM,2018-10-07,Adult
-73.98,40.77,1F-AM-1010-05,AM,2018-10-10,Adult
-73.97,40.78,15G-AM-1008-03,AM,2018-10-08,Adult
-73.96,40.80,36A-PM-1013-09,PM,2018-10-13,
-73.97,40.78,14D-PM-1019-07,PM,2018-10-19,Adult
-73.97,40.78,15G-PM-1019-12,PM,2018-10-19,Adult
-73.97,40.78,16F-AM-1008-01,AM,2018-10-08,Adult
-73.96,40.79,30B-AM-1007-05,AM,2018-10-07,Adult
-73.97,40.78,17F-PM-1020-01,PM,2018-10-20,Adult
-73.97,40.78,22B-PM-1014-07,PM,2018-10-14,Adult
-73.98,40.77,2C-PM-1013-03,PM,2018-10-13,Adult
-73.96,40.78,21F-AM-1018-06,AM,2018-10-18,Adult
-73.98,40.77,2C-AM-1010-06,AM,2018-10-10,Adult
-73.96,40.79,35C-PM-1013-05,PM,2018-10-13,Adult
-73.96,40.79,32B-PM-1010-06,PM,2018-10-10,Adult
-73.96,40.79,30B-PM-1019-03,PM,2018-10-19,Adult
-73.97,40.78,19A-PM-1013-03,PM,2018-10-13,Adult
-73.98,40.77,8A-AM-1013-02,AM,2018-10-13,Juvenile
-73.97,40.77,11D-AM-1010-05,AM,2018-10-10,Adult
-73.97,40.78,18C-PM-1018-02,PM,2018-10-18,Juvenile
-73.97,40.78,16D-AM-1007-01,AM,2018-10-07,Adult
-73.98,40.77,3B-AM-1010-10,AM,2018-10-10,Adult
-73.96,40.79,33D-AM-1017-03,AM,2018-10-17,Adult
-73.98,40.77,2A-PM-1019-04,PM,2018-10-19,Juvenile
-73.98,40.77,2A-AM-1010-08,AM,2018-10-10,Adult
-73.98,40.77,1B-AM-1012-11,AM,2018-10-12,Adult
-73.97,40.78,22C-PM-1006-02,PM,2018-10-06,Adult
-73.96,40.78,16I-AM-1008-04,AM,2018-10-08,Juvenile
-73.97,40.78,22C-PM-1006-01,PM,2018-10-06,Juvenile
-73.96,40.80,38E-PM-1014-04,PM,2018-10-14,Adult
-73.97,40.77,10H-AM-1014-02,AM,2018-10-14,Juvenile
-73.96,40.78,22G-AM-1018-01,AM,2018-10-18,Adult
-73.96,40.79,34H-PM-1006-04,PM,2018-10-06,
-73.96,40.79,30B-PM-1019-02,PM,2018-10-19,Adult
-73.97,40.78,13F-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.78,12D-AM-1013-02,AM,2018-10-13,Adult
-73.98,40.77,2F-AM-1006-03,AM,2018-10-06,Adult
-73.97,40.77,9H-PM-1018-04,PM,2018-10-18,Adult
-73.97,40.77,8I-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.77,9E-PM-1014-01,PM,2018-10-14,Adult
-73.97,40.77,8I-AM-1006-11,AM,2018-10-06,Adult
-73.96,40.79,32I-AM-1013-06,AM,2018-10-13,Adult
-73.97,40.78,13F-PM-1008-03,PM,2018-10-08,Adult
-73.97,40.77,10G-AM-1006-09,AM,2018-10-06,Adult
-73.97,40.77,8H-AM-1017-05,AM,2018-10-17,Adult
-73.97,40.78,15B-AM-1014-03,AM,2018-10-14,Juvenile
-73.95,40.80,41D-PM-1014-04,PM,2018-10-14,Adult
-73.98,40.77,6C-PM-1020-04,PM,2018-10-20,Adult
-73.95,40.79,39H-PM-1013-03,PM,2018-10-13,Juvenile
-73.98,40.77,7C-PM-1020-05,PM,2018-10-20,Juvenile
-73.97,40.77,10F-PM-1019-04,PM,2018-10-19,Adult
-73.96,40.79,32A-PM-1013-01,PM,2018-10-13,Juvenile
-73.97,40.78,13E-PM-1008-03,PM,2018-10-08,Juvenile
-73.96,40.80,36B-PM-1013-04,PM,2018-10-13,
-73.97,40.78,13E-PM-1008-09,PM,2018-10-08,Adult
-73.98,40.77,8B-PM-1012-04,PM,2018-10-12,Adult
-73.96,40.79,30B-AM-1007-06,AM,2018-10-07,Adult
-73.98,40.77,5D-PM-1018-01,PM,2018-10-18,Adult
-73.96,40.80,42D-PM-1013-04,PM,2018-10-13,Adult
-73.98,40.77,1E-AM-1006-02,AM,2018-10-06,Adult
-73.97,40.78,14D-AM-1014-04,AM,2018-10-14,Adult
-73.97,40.78,15G-PM-1019-08,PM,2018-10-19,Adult
-73.96,40.80,38E-AM-1010-12,AM,2018-10-10,Adult
-73.96,40.80,40B-PM-1014-07,PM,2018-10-14,Adult
-73.97,40.78,14E-AM-1008-08,AM,2018-10-08,Adult
-73.96,40.79,28C-AM-1014-02,AM,2018-10-14,Adult
-73.96,40.80,38B-PM-1018-01,PM,2018-10-18,Adult
-73.98,40.77,3E-AM-1006-05,AM,2018-10-06,Juvenile
-73.97,40.78,14F-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.78,15B-AM-1014-01,AM,2018-10-14,Adult
-73.96,40.79,29B-AM-1007-02,AM,2018-10-07,Adult
-73.96,40.79,27I-PM-1020-02,PM,2018-10-20,Adult
-73.98,40.77,6A-AM-1006-05,AM,2018-10-06,Adult
-73.96,40.79,30I-PM-1006-06,PM,2018-10-06,Adult
-73.96,40.80,41C-AM-1017-02,AM,2018-10-17,Adult
-73.96,40.79,33C-PM-1007-01,PM,2018-10-07,Adult
-73.98,40.77,5B-PM-1013-01,PM,2018-10-13,Adult
-73.97,40.78,23A-AM-1018-04,AM,2018-10-18,Adult
-73.96,40.80,40C-AM-1017-05,AM,2018-10-17,Adult
-73.96,40.79,31B-PM-1007-01,PM,2018-10-07,Adult
-73.98,40.77,1A-AM-1007-04,AM,2018-10-07,Adult
-73.96,40.79,33D-AM-1017-02,AM,2018-10-17,Adult
-73.97,40.77,7E-PM-1013-03,PM,2018-10-13,Adult
-73.97,40.77,3F-PM-1013-07,PM,2018-10-13,Adult
-73.97,40.77,8F-PM-1012-08,PM,2018-10-12,Adult
-73.95,40.79,39G-AM-1018-02,AM,2018-10-18,Juvenile
-73.96,40.80,39C-AM-1017-02,AM,2018-10-17,Adult
-73.98,40.77,2G-PM-1007-01,PM,2018-10-07,Adult
-73.95,40.80,42E-PM-1012-02,PM,2018-10-12,Juvenile
-73.98,40.77,7B-AM-1008-08,AM,2018-10-08,Adult
-73.97,40.77,11D-AM-1010-07,AM,2018-10-10,Adult
-73.97,40.77,12F-PM-1007-02,PM,2018-10-07,Adult
-73.97,40.78,14H-AM-1007-03,AM,2018-10-07,Juvenile
-73.96,40.78,25I-PM-1007-08,PM,2018-10-07,Adult
-73.97,40.78,17E-AM-1017-10,AM,2018-10-17,Juvenile
-73.97,40.77,9G-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.80,41C-AM-1017-04,AM,2018-10-17,
-73.98,40.77,7B-AM-1008-07,AM,2018-10-08,Adult
-73.97,40.77,3I-PM-1013-06,PM,2018-10-13,Adult
-73.96,40.78,17I-AM-1014-02,AM,2018-10-14,Adult
-73.96,40.79,34A-PM-1013-04,PM,2018-10-13,Adult
-73.95,40.79,38G-PM-1020-06,PM,2018-10-20,Juvenile
-73.96,40.79,32F-PM-1008-06,PM,2018-10-08,Adult
-73.97,40.77,6G-AM-1008-04,AM,2018-10-08,Juvenile
-73.97,40.77,11H-AM-1010-07,AM,2018-10-10,Adult
-73.97,40.78,15F-AM-1007-10,AM,2018-10-07,Adult
-73.96,40.79,32C-PM-1013-06,PM,2018-10-13,Adult
-73.98,40.77,5B-PM-1013-04,PM,2018-10-13,Adult
-73.97,40.78,16D-PM-1010-08,PM,2018-10-10,Adult
-73.97,40.77,7G-PM-1018-02,PM,2018-10-18,Adult
-73.97,40.78,12E-PM-1018-02,PM,2018-10-18,Adult
-73.97,40.78,20C-PM-1018-04,PM,2018-10-18,Adult
-73.98,40.77,1E-AM-1006-04,AM,2018-10-06,Adult
-73.97,40.78,15H-PM-1008-04,PM,2018-10-08,
-73.97,40.78,23B-PM-1012-07,PM,2018-10-12,Adult
-73.97,40.77,7H-AM-1006-07,AM,2018-10-06,Adult
-73.97,40.78,13D-PM-1018-12,PM,2018-10-18,Adult
-73.96,40.79,32F-PM-1008-02,PM,2018-10-08,Adult
-73.98,40.77,5B-AM-1008-01,AM,2018-10-08,Adult
-73.97,40.77,8D-AM-1007-02,AM,2018-10-07,Adult
-73.96,40.79,36E-AM-1013-01,AM,2018-10-13,Juvenile
-73.98,40.78,10A-PM-1014-02,PM,2018-10-14,Adult
-73.96,40.80,37A-AM-1012-01,AM,2018-10-12,Adult
-73.98,40.77,6C-AM-1007-06,AM,2018-10-07,Adult
-73.98,40.77,1B-AM-1012-14,AM,2018-10-12,
-73.96,40.79,34D-AM-1008-01,AM,2018-10-08,Adult
-73.97,40.78,16E-AM-1014-08,AM,2018-10-14,Adult
-73.95,40.79,35H-AM-1013-02,AM,2018-10-13,Juvenile
-73.96,40.79,33E-AM-1014-07,AM,2018-10-14,Adult
-73.98,40.77,1A-PM-1014-07,PM,2018-10-14,Adult
-73.97,40.77,7H-PM-1006-08,PM,2018-10-06,Adult
-73.95,40.79,37H-PM-1006-01,PM,2018-10-06,Juvenile
-73.96,40.78,23F-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.77,12H-PM-1007-01,PM,2018-10-07,Adult
-73.97,40.79,24A-PM-1007-04,PM,2018-10-07,Adult
-73.96,40.78,21H-PM-1018-01,PM,2018-10-18,Juvenile
-73.96,40.79,27I-AM-1007-02,AM,2018-10-07,
-73.97,40.78,17E-AM-1017-04,AM,2018-10-17,Adult
-73.96,40.79,35C-PM-1013-06,PM,2018-10-13,Adult
-73.95,40.79,37G-PM-1007-01,PM,2018-10-07,Adult
-73.97,40.77,10D-AM-1008-03,AM,2018-10-08,Adult
-73.97,40.77,12F-PM-1007-01,PM,2018-10-07,Adult
-73.97,40.78,18A-AM-1012-01,AM,2018-10-12,Adult
-73.96,40.79,36C-AM-1014-01,AM,2018-10-14,Adult
-73.96,40.79,36F-AM-1017-02,AM,2018-10-17,Adult
-73.96,40.78,16I-AM-1008-03,AM,2018-10-08,Adult
-73.97,40.77,3H-PM-1014-05,PM,2018-10-14,Adult
-73.97,40.78,14H-PM-1012-02,PM,2018-10-12,Adult
-73.96,40.80,36C-PM-1013-04,PM,2018-10-13,Adult
-73.98,40.77,4C-PM-1010-08,PM,2018-10-10,Adult
-73.97,40.78,20B-AM-1007-03,AM,2018-10-07,Adult
-73.98,40.77,3D-PM-1010-07,PM,2018-10-10,Adult
-73.96,40.78,21G-AM-1014-06,AM,2018-10-14,Adult
-73.97,40.77,6E-PM-1010-05,PM,2018-10-10,Adult
-73.95,40.80,41G-AM-1013-02,AM,2018-10-13,Adult
-73.98,40.77,2C-PM-1013-11,PM,2018-10-13,Adult
-73.98,40.77,3A-PM-1017-07,PM,2018-10-17,Adult
-73.97,40.78,13D-PM-1018-06,PM,2018-10-18,Adult
-73.97,40.78,16B-AM-1014-02,AM,2018-10-14,Adult
-73.97,40.78,15H-PM-1008-01,PM,2018-10-08,Adult
-73.95,40.80,40H-AM-1017-02,AM,2018-10-17,Adult
-73.95,40.79,39I-PM-1013-03,PM,2018-10-13,Adult
-73.96,40.78,25I-AM-1012-01,AM,2018-10-12,Adult
-73.97,40.78,16B-PM-1017-02,PM,2018-10-17,Adult
-73.96,40.79,35A-AM-1014-08,AM,2018-10-14,Adult
-73.97,40.78,16G-AM-1010-05,AM,2018-10-10,Adult
-73.98,40.77,4D-PM-1008-07,PM,2018-10-08,Adult
-73.96,40.79,34A-PM-1013-03,PM,2018-10-13,Adult
-73.97,40.77,3G-AM-1008-01,AM,2018-10-08,Adult
-73.96,40.79,32D-AM-1013-03,AM,2018-10-13,Adult
-73.98,40.77,1C-PM-1013-04,PM,2018-10-13,Adult
-73.96,40.79,32A-AM-1018-01,AM,2018-10-18,Adult
-73.97,40.78,17C-PM-1013-03,PM,2018-10-13,Adult
-73.96,40.79,32E-PM-1017-16,PM,2018-10-17,Adult
-73.97,40.78,12A-PM-1013-03,PM,2018-10-13,
-73.96,40.80,38E-PM-1014-01,PM,2018-10-14,Adult
-73.96,40.78,23I-AM-1019-01,AM,2018-10-19,Adult
-73.97,40.78,22A-AM-1008-02,AM,2018-10-08,Adult
-73.98,40.77,5A-PM-1010-02,PM,2018-10-10,Adult
-73.96,40.78,21F-PM-1018-01,PM,2018-10-18,Adult
-73.97,40.78,15F-PM-1010-01,PM,2018-10-10,Adult
-73.97,40.77,6I-PM-1013-05,PM,2018-10-13,Adult
-73.98,40.77,5C-PM-1010-12,PM,2018-10-10,Adult
-73.97,40.78,14G-AM-1012-03,AM,2018-10-12,Adult
-73.98,40.77,1E-AM-1006-03,AM,2018-10-06,Adult
-73.97,40.78,18C-PM-1018-06,PM,2018-10-18,Juvenile
-73.96,40.80,39D-AM-1008-06,AM,2018-10-08,Adult
-73.97,40.78,21C-AM-1014-02,AM,2018-10-14,Adult
-73.98,40.77,4B-AM-1010-01,AM,2018-10-10,Adult
-73.97,40.78,14F-PM-1012-05,PM,2018-10-12,Adult
-73.98,40.77,1B-AM-1012-06,AM,2018-10-12,Adult
-73.96,40.79,36C-PM-1013-03,PM,2018-10-13,Adult
-73.98,40.77,7A-PM-1007-02,PM,2018-10-07,Adult
-73.96,40.79,35F-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.79,30A-PM-1020-02,PM,2018-10-20,Adult
-73.96,40.80,39C-AM-1017-01,AM,2018-10-17,Adult
-73.97,40.77,10G-AM-1006-06,AM,2018-10-06,Juvenile
-73.96,40.79,32E-PM-1017-07,PM,2018-10-17,Adult
-73.97,40.78,16E-PM-1018-05,PM,2018-10-18,Adult
-73.98,40.77,1B-PM-1019-09,PM,2018-10-19,Adult
-73.96,40.80,40D-PM-1013-04,PM,2018-10-13,Adult
-73.98,40.77,1A-PM-1014-04,PM,2018-10-14,Adult
-73.95,40.79,40I-PM-1013-01,PM,2018-10-13,Adult
-73.97,40.77,8H-AM-1017-02,AM,2018-10-17,Adult
-73.96,40.78,23F-PM-1013-01,PM,2018-10-13,Adult
-73.97,40.77,9I-PM-1010-01,PM,2018-10-10,Adult
-73.97,40.78,17G-PM-1017-04,PM,2018-10-17,Adult
-73.95,40.79,38I-PM-1014-01,PM,2018-10-14,Adult
-73.98,40.77,1B-PM-1019-01,PM,2018-10-19,Adult
-73.96,40.80,40B-AM-1019-08,AM,2018-10-19,Adult
-73.97,40.78,15G-PM-1019-02,PM,2018-10-19,Adult
-73.98,40.77,1C-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.79,25A-AM-1013-05,AM,2018-10-13,
-73.96,40.79,32G-PM-1013-01,PM,2018-10-13,Juvenile
-73.97,40.78,15A-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.79,31A-PM-1017-03,PM,2018-10-17,Adult
-73.96,40.79,30B-AM-1007-10,AM,2018-10-07,Adult
-73.97,40.77,2H-AM-1006-01,AM,2018-10-06,Adult
-73.97,40.78,22B-PM-1014-06,PM,2018-10-14,
-73.98,40.77,2B-AM-1010-04,AM,2018-10-10,Adult
-73.96,40.80,40B-AM-1019-05,AM,2018-10-19,Adult
-73.96,40.79,32E-PM-1017-09,PM,2018-10-17,Adult
-73.98,40.77,9B-PM-1013-08,PM,2018-10-13,Juvenile
-73.98,40.77,3E-PM-1008-08,PM,2018-10-08,Adult
-73.97,40.78,18G-PM-1013-03,PM,2018-10-13,Adult
-73.98,40.77,6A-AM-1006-02,AM,2018-10-06,Adult
-73.97,40.77,7I-PM-1013-02,PM,2018-10-13,Adult
-73.96,40.80,36A-AM-1018-02,AM,2018-10-18,Juvenile
-73.98,40.78,10A-AM-1006-02,AM,2018-10-06,Adult
-73.96,40.80,36A-PM-1013-01,PM,2018-10-13,
-73.97,40.78,11B-PM-1014-01,PM,2018-10-14,Adult
-73.96,40.79,32E-AM-1007-07,AM,2018-10-07,Adult
-73.97,40.79,28A-PM-1007-01,PM,2018-10-07,Adult
-73.98,40.77,5C-AM-1006-07,AM,2018-10-06,Adult
-73.97,40.77,10G-PM-1017-07,PM,2018-10-17,Adult
-73.95,40.79,38F-PM-1013-01,PM,2018-10-13,Adult
-73.98,40.77,9A-AM-1013-09,AM,2018-10-13,Juvenile
-73.97,40.77,9H-AM-1006-01,AM,2018-10-06,Adult
-73.97,40.78,13F-PM-1008-01,PM,2018-10-08,Adult
-73.97,40.77,6F-AM-1006-01,AM,2018-10-06,Juvenile
-73.97,40.78,15D-AM-1007-06,AM,2018-10-07,Adult
-73.98,40.77,8B-AM-1007-07,AM,2018-10-07,Juvenile
-73.95,40.79,38G-PM-1020-02,PM,2018-10-20,Adult
-73.97,40.78,22D-PM-1012-06,PM,2018-10-12,Adult
-73.98,40.77,2D-AM-1007-02,AM,2018-10-07,Adult
-73.98,40.77,1C-PM-1013-09,PM,2018-10-13,Adult
-73.97,40.78,15E-PM-1008-03,PM,2018-10-08,Adult
-73.96,40.79,33E-AM-1014-04,AM,2018-10-14,Adult
-73.96,40.80,41B-AM-1010-05,AM,2018-10-10,Adult
-73.96,40.79,35D-PM-1013-01,PM,2018-10-13,Adult
-73.98,40.77,5C-PM-1010-07,PM,2018-10-10,Adult
-73.95,40.79,37I-AM-1010-04,AM,2018-10-10,Adult
-73.97,40.78,15A-AM-1007-02,AM,2018-10-07,Adult
